Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
59,Anthony Brown,SF,24,NOP,9,0,15.9,1.6,4.6,0.341,0.7,2.7,0.25,0.9,1.9,0.471,0.415,0,0,0.7,2.2,2.9,0.7,0.6,0.1,0.6,1.4,3.8,,143,5.9,0.415,0.585,0,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,-0.2,0.2,0,-0.007,-4.3,0,-4.3,-0.1
59,Anthony Brown,SF,24,ORL,2,0,8,2,4.5,0.444,0.5,1.5,0.333,1.5,3,0.5,0.5,0,0,1,2.5,3.5,1,0,0,0.5,1,4.5,,16,18.5,0.5,0.333,0,13.2,35,23.8,23,0,0,10,27.5,0,0,0,0.076,0.9,-1.8,-0.8,0
60,Bobby Brown,PG,32,HOU,25,0,4.9,0.9,2.4,0.383,0.6,1.4,0.4,0.4,1,0.36,0.5,0.1,0.1,1,0,0.2,0.2,0.6,0,0,0.2,0.2,2.5,123,10.8,0.509,0.583,0.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-1.5,-6.1,-7.6,-0.2
61,Jaylen Brown,SF,20,BOS,78,20,17.2,2.5,5.4,0.454,0.6,1.7,0.341,1.9,3.7,0.507,0.508,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,1341,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3.1,-0.9,-4,-0.7
62,Nicolás Brussino,SG,23,DAL,54,2,9.6,1,2.6,0.369,0.5,1.8,0.305,0.4,0.9,0.5,0.472,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,521,10.7,0.498,0.674,0.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16,0,0.6,0.6,0.055,-1.7,0.7,-1,0.1
63,Reggie Bullock,SF,25,DET,31,5,15.1,1.7,4.1,0.422,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,467,11.7,0.538,0.57,0.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1,0.101,-0.4,0.5,0.1,0.2
64,Trey Burke,PG,24,WAS,57,0,12.3,2,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5,703,10.8,0.532,0.275,0.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,0.036,-2.3,-3.4,-5.7,-0.7
65,Alec Burks,SG,25,UTA,42,0,15.5,2.4,5.9,0.399,0.6,1.8,0.329,1.8,4.1,0.43,0.45,1.4,1.9,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-4.2,-0.4
66,Jimmy Butler,SF,27,CHI,76,75,37,7.5,16.5,0.455,1.2,3.3,0.367,6.3,13.2,0.477,0.492,7.7,8.9,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,2809,25.1,0.586,0.198,0.54,4.9,13.2,9,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.8,1.1,6.9,6.3
67,Bruno Caboclo,SF,21,TOR,9,0,4.4,0.7,1.8,0.375,0.2,0.7,0.333,0.4,1.1,0.4,0.438,0,0,0.6,0.6,1.1,0.4,0.2,0.1,0.2,0.4,1.6,,40,14.6,0.438,0.375,0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.1,0.7,0.8,0
68,José Calderón,PG,35,TOT,41,13,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0,1,0.9,3.4,539,8.9,0.506,0.478,0.09,3,12.2,7.5,23.3,1,0.2,22.7,14.4,0,0.3,0.3,0.023,-2.9,-1.8,-4.7,-0.4
68,José Calderón,PG,35,LAL,24,11,12.2,1.3,3.2,0.416,0.5,1.4,0.353,0.8,1.8,0.465,0.494,0.2,0.2,1,0.3,1.4,1.8,2.1,0.3,0,1.1,0.9,3.3,292,9.1,0.508,0.442,0.052,2.9,13.2,7.9,24.7,1.2,0.3,24.8,15.3,-0.1,0.1,0,0,-3,-2.1,-5.1,-0.2
68,José Calderón,PG,35,ATL,17,2,14.5,1.4,3.4,0.404,0.5,1.8,0.267,0.9,1.6,0.556,0.474,0.4,0.5,0.875,0.4,1.5,1.9,2.2,0.2,0,0.9,0.8,3.6,247,8.7,0.504,0.526,0.14,3.2,11,7.1,21.6,0.8,0,19.9,13.3,0.1,0.2,0.3,0.051,-2.8,-1.4,-4.2,-0.1
69,Kentavious Caldwell-Pope,SG,23,DET,76,75,33.3,4.9,12.2,0.399,2,5.8,0.35,2.9,6.5,0.442,0.481,2,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,2529,12.8,0.519,0.471,0.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,2,2.5,4.5,0.086,0.9,0,0.9,1.8
70,Isaiah Canaan,SG,25,CHI,39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1,2,0.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0,0.5,0.9,4.6,592,8.1,0.483,0.543,0.191,1.1,8.1,4.6,9,1.9,0.1,10.1,15.4,0,0.6,0.5,0.042,-2.3,-1.1,-3.4,-0.2
71,Clint Capela,C,22,HOU,65,59,23.9,5.6,8.7,0.643,0,0,5.6,8.7,0.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1,0.5,1.2,1.3,2.8,12.6,,1551,21.4,0.638,0,0.314,12.5,24.5,18.5,6.7,1.1,4.1,12,19.9,3.8,2.1,5.9,0.184,0,0.9,0.9,1.1
72,DeMarre Carroll,SF,30,TOR,72,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,0.483,0.499,1.2,1.6,0.761,0.9,2.9,3.8,1,1.1,0.4,0.8,2,8.9,1882,11.9,0.53,0.582,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.097,0.7,0.4,1,1.4
73,Vince Carter,SF,40,MEM,73,15,24.6,2.6,6.7,0.394,1.5,4.1,0.378,1.1,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8,1799,11.7,0.542,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,1.9,2.1,4,0.106,0.1,0.9,1,1.4
74,Michael Carter-Williams,PG,25,CHI,45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.234,2.2,5.4,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,846,9.9,0.437,0.209,0.252,3,16.6,9.8,20,2.3,2.2,16.3,20.9,-1,1.3,0.2,0.013,-4.1,1.7,-2.4,-0.1
75,Omri Casspi,PF,28,TOT,36,2,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,0.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1,0.6,0.1,0.8,1.4,5.2,643,10,0.526,0.262,0.177,4.9,15.2,10.1,8.6,1.8,0.4,14.1,14.4,0.1,0.4,0.5,0.038,-2.4,-0.6,-3,-0.2
75,Omri Casspi,PF,28,SAC,22,2,18,2.4,5.3,0.453,0.5,1.3,0.379,1.9,4,0.477,0.5,0.5,1,0.571,0.9,3.2,4.1,1.2,0.5,0,0.8,1,5.9,397,11.4,0.511,0.248,0.179,5.9,20.2,13.1,10.1,1.3,0.2,11.9,16.3,0.1,0.3,0.4,0.043,-2.5,-0.9,-3.4,-0.1
75,Omri Casspi,PF,28,NOP,1,0,24,5,9,0.556,2,4,0.5,3,5,0.6,0.667,0,0,1,1,2,0,0,0,2,3,12,,24,10,0.667,0.444,0,4.4,4.4,4.4,0,0,0,18.2,20.3,0,0,0,0.015,-2.5,-5.6,-8.1,0
75,Omri Casspi,PF,28,MIN,13,0,17.1,1.5,2.9,0.5,0.2,0.8,0.2,1.3,2.2,0.607,0.526,0.4,0.6,0.625,0.5,1.1,1.5,0.8,1,0.2,0.8,1.8,3.5,222,7.5,0.542,0.263,0.211,3.1,7.5,5.3,6.8,3,0.8,19.4,10.3,0,0.2,0.1,0.032,-2.3,0.7,-1.6,0
76,Willie Cauley-Stein,C,23,SAC,75,21,18.9,3.4,6.4,0.53,0,0,0,3.4,6.4,0.532,0.53,1.3,2,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2,8.1,1421,16.3,0.558,0.004,0.314,7,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,0.1,-2,0.8,-1.2,0.3
77,Tyson Chandler,C,34,PHO,47,46,27.6,3.3,4.9,0.671,0,0,3.3,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,,1298,16.6,0.703,0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,0.151,-0.7,0.3,-0.3,0.5
78,Wilson Chandler,SF,29,DEN,71,33,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,0.527,0.52,2,2.7,0.727,1.5,5,6.5,2,0.7,0.4,1.6,2.4,15.7,2197,14.9,0.545,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,10,22,2.4,1.1,3.5,0.077,0.5,-1.4,-0.9,0.6
79,Marquese Chriss,PF,19,PHO,82,75,21.3,3.5,7.7,0.449,0.9,2.7,0.321,2.6,5,0.52,0.506,1.4,2.2,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,1743,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,1.8,0.05,-1.6,0,-1.6,0.2
80,Rakeem Christmas,PF,25,IND,29,0,7.6,0.7,1.5,0.442,0,0,0.7,1.5,0.442,0.442,0.7,1,0.724,0.9,1,1.9,0.1,0.1,0.2,0.3,1.3,2,,219,10.4,0.529,0,0.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.5,0.099,-3,-1.2,-4.2,-0.1
81,Semaj Christon,PG,24,OKC,64,1,15.2,1.2,3.5,0.345,0.2,1,0.19,1,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2,0.4,0.1,0.7,1.2,2.9,973,5.7,0.387,0.283,0.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.1,0.006,-5.1,-1.2,-6.3,-1.1
82,Ian Clark,SG,25,GSW,77,0,14.8,2.7,5.6,0.487,0.8,2.1,0.374,1.9,3.5,0.556,0.558,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1,6.8,1137,13.1,0.575,0.376,0.134,2.3,9,5.8,11.2,1.7,0.6,10.7,19.5,1,1.3,2.3,0.099,-0.6,-1.4,-2,0
83,Jordan Clarkson,SG,24,LAL,82,19,29.2,5.8,13.1,0.445,1.4,4.3,0.329,4.4,8.7,0.503,0.5,1.6,2,0.798,0.6,2.4,3,2.6,1.1,0.1,2,1.8,14.7,2397,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.5,-2.3,-2.7,-0.4
84,Norris Cole,PG,28,OKC,13,0,9.6,1.2,4,0.308,0.2,1,0.231,1,3,0.333,0.337,0.6,0.8,0.8,0,0.8,0.8,1.1,0.6,0,0.5,1.4,3.3,125,5.4,0.381,0.25,0.192,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-1.7,-8.2,-0.2
85,Darren Collison,PG,29,SAC,68,64,30.3,5,10.5,0.476,1.1,2.6,0.417,3.9,7.9,0.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1,0.1,1.7,1.8,13.2,2063,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3
86,Nick Collison,PF,36,OKC,20,0,6.4,0.7,1.2,0.609,0,0.1,0,0.7,1.1,0.636,0.609,0.3,0.4,0.625,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7,128,12.9,0.622,0.043,0.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,0.3,0.1,0.4,0.145,-1.8,0,-1.8,0
87,Mike Conley,PG,29,MEM,69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3,3.5,6.3,1.3,0.3,2.3,1.8,20.5,2292,23.2,0.604,0.415,0.365,1.5,10.8,6,34.5,2.1,0.8,11.8,26.3,7.5,2.5,10,0.209,6.5,-0.8,5.7,4.5
88,Pat Connaughton,SG,24,POR,39,1,8.1,0.9,1.8,0.514,0.4,0.8,0.515,0.5,1,0.513,0.632,0.2,0.2,0.778,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5,316,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13,0.4,0.2,0.6,0.09,-0.9,-1.6,-2.5,0
89,Quinn Cook,PG,23,TOT,14,0,13.4,2.4,4.7,0.5,0.8,1.9,0.423,1.6,2.9,0.55,0.583,0.1,0.4,0.4,0.1,0.4,0.5,1.9,0.3,0,0.9,0.9,5.6,188,11.8,0.579,0.394,0.076,0.6,3.6,2,22.8,1.1,0,16,19.6,0.1,0.1,0.2,0.047,-1.7,-4.2,-5.9,-0.2
89,Quinn Cook,PG,23,DAL,5,0,15.4,2.2,5,0.44,1,2.8,0.357,1.2,2.2,0.545,0.54,0,0.4,0,0,0.6,0.6,2.4,0.2,0,1.6,1.2,5.4,77,6.9,0.522,0.56,0.08,0,4.8,2.3,25.7,0.7,0,23.6,20.7,-0.1,0,-0.1,-0.046,-4.2,-4.5,-8.7,-0.1
89,Quinn Cook,PG,23,NOP,9,0,12.3,2.4,4.6,0.537,0.7,1.3,0.5,1.8,3.2,0.552,0.61,0.2,0.3,0.667,0.1,0.3,0.4,1.6,0.3,0,0.6,0.8,5.8,111,15.3,0.614,0.293,0.073,0.9,2.9,1.9,20.7,1.3,0,10.6,18.9,0.2,0.1,0.3,0.11,0,-4,-4,-0.1
90,DeMarcus Cousins,C,26,TOT,72,72,34.2,9,19.9,0.452,1.8,5,0.361,7.2,14.8,0.483,0.498,7.2,9.3,0.772,2.1,8.9,11,4.6,1.4,1.3,3.7,3.9,27,2465,25.8,0.562,0.253,0.468,7,29.2,18.2,25.8,2,3.4,13.5,36.5,3.9,3.8,7.6,0.149,3.9,2.6,6.6,5.3
90,DeMarcus Cousins,C,26,SAC,55,55,34.4,9.2,20.3,0.452,1.7,4.9,0.356,7.5,15.5,0.482,0.494,7.7,10,0.77,2.1,8.5,10.6,4.8,1.4,1.3,3.8,3.7,27.8,1891,26.5,0.562,0.239,0.491,7.1,28.3,17.8,27.4,2,3.6,13.2,37.5,3.4,2.6,6,0.153,4.5,2.6,7.1,4.3
90,DeMarcus Cousins,C,26,NOP,17,17,33.8,8.4,18.5,0.452,2.1,5.6,0.375,6.2,12.8,0.486,0.51,5.5,7.1,0.777,2.2,10.2,12.4,3.9,1.5,1.1,3.6,4.4,24.4,574,23.2,0.564,0.306,0.385,6.8,32.2,19.4,20.6,2.1,2.7,14.4,33.1,0.5,1.1,1.6,0.136,2,2.8,4.8,1
91,Robert Covington,SF,26,PHI,67,67,31.6,4.4,10.9,0.399,2,6.1,0.333,2.3,4.8,0.484,0.492,2.1,2.6,0.822,1.4,5.1,6.5,1.5,1.9,1,2,3,12.9,2119,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,3.1,0.071,-0.7,2,1.4,1.8
92,Allen Crabbe,SG,24,POR,79,7,28.5,3.8,8.2,0.468,1.7,3.8,0.444,2.1,4.4,0.49,0.572,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,0.3,-1.3,-1,0.6
93,Jamal Crawford,SG,36,LAC,82,1,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3,6.7,0.443,0.479,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,2157,12,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.043,-1,-2.1,-3,-0.6
94,Jordan Crawford,SG,28,NOP,19,0,23.3,5.5,11.5,0.482,1.9,5,0.389,3.6,6.5,0.553,0.567,1.1,1.4,0.769,0.2,1.6,1.8,3,0.6,0.1,1.3,1.6,14.1,442,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.9,0.102,2.6,-3,-0.4,0.2
95,Jae Crowder,SF,26,BOS,72,72,32.4,4.6,10,0.463,2.2,5.5,0.398,2.4,4.5,0.54,0.572,2.4,3,0.811,0.7,5.1,5.8,2.2,1,0.3,1.1,2.2,13.9,2335,14.9,0.613,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17,4.1,2.5,6.7,0.137,1.4,0.2,1.6,2.1
96,Dante Cunningham,PF,29,NOP,66,35,25,2.6,5.4,0.485,1.1,2.7,0.392,1.6,2.7,0.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,1.5,6.6,1649,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7,10.7,1.4,1.6,3,0.088,-1.3,0.8,-0.5,0.6
97,Seth Curry,PG,26,DAL,70,42,29,4.8,10,0.481,2,4.6,0.425,2.9,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,2029,15.5,0.601,0.458,0.142,1.4,9.3,5.1,16,2,0.3,11,19.5,2.9,1.7,4.6,0.11,1.8,-0.4,1.4,1.7
98,Stephen Curry,PG,28,GSW,79,79,33.4,8.5,18.3,0.468,4.1,10,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3,2.3,25.3,2638,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13,30.1,8.7,3.9,12.6,0.229,7.8,-0.4,7.3,6.2
99,Troy Daniels,SG,25,MEM,67,3,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.7,2.1,0.336,0.513,0.6,0.8,0.796,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,1183,10.4,0.531,0.717,0.109,2.1,7.8,4.8,6.6,0.9,0.3,8,21.7,0.5,0.8,1.3,0.051,0.4,-3.5,-3.1,-0.3
100,Anthony Davis,C,23,NOP,75,75,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28,2708,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,5.9,5.1,11,0.195,1.4,2.3,3.7,3.9
101,Deyonta Davis,C,20,MEM,36,0,6.6,0.7,1.3,0.511,0,0,0.7,1.3,0.511,0.511,0.3,0.5,0.556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6,,238,10.6,0.528,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1
102,Ed Davis,PF,27,POR,46,12,17.2,1.6,3.1,0.528,0,0,1.6,3.1,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3,4.3,,789,11.5,0.563,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12,1,0.7,1.7,0.104,-2.2,0.1,-2.1,0
103,Dewayne Dedmon,C,27,SAS,76,37,17.5,2.1,3.4,0.622,0,0,2.1,3.4,0.622,0.622,0.9,1.2,0.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1,,1330,16,0.645,0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3,5.2,0.189,-1.6,3.2,1.7,1.2
104,Sam Dekker,PF,22,HOU,77,2,18.4,2.6,5.6,0.473,0.8,2.4,0.321,1.9,3.1,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1,0.5,0.3,0.5,1.1,6.5,1419,13.1,0.549,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,3.1,0.104,-0.4,-0.6,-1,0.3
105,Malcolm Delaney,PG,27,ATL,73,2,17.1,2,5.3,0.374,0.4,1.5,0.236,1.6,3.8,0.428,0.407,1,1.3,0.806,0.1,1.5,1.7,2.6,0.5,0,1.3,1.5,5.4,1248,7.5,0.456,0.284,0.24,0.9,9.8,5.4,23.1,1.5,0.1,18.1,18.3,-1.2,1.3,0.1,0.005,-4.6,-1.3,-5.9,-1.2
106,Matthew Dellavedova,PG,26,MIL,76,54,26.1,2.7,7,0.39,1,2.8,0.367,1.7,4.2,0.404,0.463,1.1,1.3,0.854,0.3,1.6,1.9,4.7,0.7,0,1.8,2,7.6,1986,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0,18.8,16.3,0.3,0.9,1.2,0.029,-1.9,-2.8,-4.7,-1.4
107,Luol Deng,SF,31,LAL,56,49,26.5,2.9,7.6,0.387,0.9,2.9,0.309,2,4.6,0.436,0.447,0.8,1.1,0.73,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,1486,10.1,0.47,0.389,0.149,4.5,17.7,10.8,7,1.6,1.1,8.7,14.2,0.1,0.8,0.9,0.029,-2.3,-0.2,-2.5,-0.2
108,DeMar DeRozan,SG,27,TOR,74,74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,5.2,3.9,1.1,0.2,2.4,1.8,27.3,2620,24,0.552,0.08,0.419,3,13.6,8.3,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,0.9,1.9
109,Cheick Diallo,PF,20,NOP,17,0,11.7,2.1,4.5,0.474,0,0,2.1,4.5,0.474,0.474,0.9,1.2,0.714,1.4,2.9,4.3,0.2,0.2,0.4,0.4,1,5.1,,199,16.8,0.51,0,0.276,12.1,26.7,19.4,3.2,1,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-4.6,-1,-5.6,-0.2
110,Boris Diaw,PF,34,UTA,73,33,17.6,2,4.5,0.446,0.3,1.1,0.247,1.7,3.4,0.512,0.477,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,1.1,4.6,1283,9,0.494,0.248,0.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,-0.1,1.2,1.1,0.041,-2.7,-0.2,-2.9,-0.3
111,Gorgui Dieng,PF,27,MIN,82,82,32.4,4,8.1,0.502,0.2,0.5,0.372,3.9,7.5,0.511,0.514,1.7,2,0.814,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10,2653,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14,3.2,2.5,5.7,0.103,-0.5,2.2,1.8,2.5
112,Spencer Dinwiddie,PG,23,BRK,59,18,22.6,2.3,5.1,0.444,0.6,1.7,0.376,1.6,3.4,0.478,0.507,2.1,2.7,0.792,0.5,2.3,2.8,3.1,0.7,0.4,1.1,2,7.3,1334,12.7,0.581,0.334,0.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,1.9,0.9,2.8,0.101,-0.7,-0.2,-0.9,0.4
113,Toney Douglas,PG,30,MEM,24,0,16.4,1.8,4.9,0.368,0.3,1.8,0.167,1.5,3.1,0.48,0.397,1,1.2,0.828,0.5,2,2.5,2.3,0.8,0.2,0.9,2.1,4.9,394,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,0,0.5,0.5,0.059,-2.2,1,-1.2,0.1
114,Goran Dragic,PG,30,MIA,73,73,33.7,7.3,15.4,0.475,1.6,4,0.405,5.7,11.4,0.499,0.527,4.1,5.2,0.79,0.8,3,3.8,5.8,1.2,0.2,2.9,2.7,20.3,2459,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29,1.8,0.4,14.1,27.1,5,2.6,7.5,0.147,3.4,-0.7,2.7,2.9
115,Andre Drummond,C,23,DET,81,81,29.7,6,11.2,0.53,0,0.1,0.286,5.9,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,2409,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,1.4,5.3,6.7,0.133,-2.1,2.9,0.9,1.8
116,Jared Dudley,PF,31,PHO,64,7,21.3,2.5,5.4,0.454,1.2,3.2,0.379,1.3,2.2,0.559,0.565,0.7,1,0.662,0.5,3,3.5,1.9,0.7,0.3,1.1,2.4,6.8,1362,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,1.1,0.7,1.8,0.064,-0.1,-0.1,-0.3,0.6
117,Mike Dunleavy,SF,36,TOT,53,2,15.9,1.8,4.2,0.423,1,2.5,0.396,0.8,1.6,0.465,0.543,0.7,0.8,0.8,0.3,1.8,2.2,0.9,0.3,0.1,0.5,1.3,5.2,841,10.1,0.573,0.609,0.205,2.4,12.4,7.5,8.6,0.9,0.7,10.5,14,0.8,0.7,1.5,0.086,-1,-1.2,-2.2,0
117,Mike Dunleavy,SF,36,CLE,23,2,15.9,1.6,3.9,0.4,0.9,2.5,0.351,0.7,1.4,0.485,0.511,0.6,0.8,0.737,0.2,1.8,2,0.9,0.3,0.1,0.6,1.4,4.6,366,7.6,0.539,0.633,0.211,1.6,12.3,7.1,7.5,0.8,0.4,12.5,13.7,0.1,0.2,0.3,0.041,-2.1,-1.7,-3.7,-0.2
117,Mike Dunleavy,SF,36,ATL,30,0,15.8,1.9,4.3,0.438,1.1,2.6,0.429,0.8,1.8,0.453,0.565,0.7,0.9,0.846,0.4,1.8,2.3,1,0.3,0.2,0.5,1.2,5.6,475,11.9,0.597,0.592,0.2,3.1,12.5,7.9,9.5,0.9,0.9,9,14.3,0.7,0.5,1.2,0.12,-0.2,-0.8,-1,0.1
118,Kris Dunn,PG,22,MIN,78,7,17.1,1.5,4,0.377,0.3,0.9,0.288,1.2,3.1,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1,0.5,1.1,2.3,3.8,1333,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3,2.3,20.8,14.2,-1.2,1.3,0.1,0.004,-3.7,1.5,-2.2,-0.1
